ep,avg_step,min_step,max_step,avg_rew,min_rew,max_rew,epsilon,action,rolling_averages_eps,rolling_averages
36300,1.7733333333333334,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.5,390,4.466666666666667
36450,1.9866666666666666,1,21,10.673333333333334,2.0,11.0,-3.333444492490779e-05,3.4,391,4.466666666666667
36600,1.6333333333333333,1,6,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.506666666666667,392,4.466666666666667
36750,1.7533333333333334,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.68,393,4.466666666666667
36900,1.7866666666666666,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.0933333333333333,394,4.473333333333334
37050,1.82,1,21,10.94,2.0,11.0,-3.333444492490779e-05,3.3866666666666667,395,4.42
37200,1.7333333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.3733333333333335,396,4.42
37350,1.9466666666666668,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.473333333333333,397,4.42
37500,1.7,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.5733333333333333,398,4.473333333333334
37650,1.7533333333333334,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.6933333333333334,399,4.473333333333334
37800,1.8866666666666667,1,21,10.94,2.0,11.0,-3.333444492490779e-05,3.546666666666667,400,4.473333333333334
37950,1.9333333333333333,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.4466666666666668,401,4.42
38100,1.7466666666666666,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.3133333333333335,402,4.36
38250,2.0,1,21,10.826666666666666,2.0,11.0,-3.333444492490779e-05,3.466666666666667,403,4.36
38400,1.6866666666666668,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.5733333333333333,404,4.413333333333333
38550,1.8066666666666666,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.3266666666666667,405,4.3933333333333335
38700,1.8666666666666667,1,6,10.84,3.0,11.0,-3.333444492490779e-05,3.5933333333333333,406,4.3933333333333335
38850,1.74,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.36,407,4.38
39000,1.8066666666666666,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.3133333333333335,408,4.433333333333334
39150,1.8533333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.2466666666666666,409,4.486666666666666
39300,1.7866666666666666,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.3733333333333335,410,4.433333333333334
39450,1.8466666666666667,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.4266666666666667,411,4.486666666666666
39600,1.82,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.44,412,4.486666666666666
39750,1.9066666666666667,1,21,10.94,2.0,11.0,-3.333444492490779e-05,3.453333333333333,413,4.486666666666666
39900,1.7133333333333334,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.3,414,4.486666666666666
40050,2.08,1,21,10.826666666666666,2.0,11.0,-3.333444492490779e-05,3.2733333333333334,415,4.413333333333333
40200,1.8333333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.42,416,4.48
40350,1.6933333333333334,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.6933333333333334,417,4.413333333333333
40500,1.8266666666666667,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.3866666666666667,418,4.413333333333333
40650,1.8133333333333332,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.3533333333333335,419,4.466666666666667
40800,1.7133333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.5533333333333332,420,4.466666666666667
40950,1.82,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.58,421,4.48
41100,1.7266666666666666,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.506666666666667,422,4.48
41250,1.8533333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.56,423,4.426666666666667
41400,1.98,1,21,10.726666666666667,2.0,11.0,-3.333444492490779e-05,3.2133333333333334,424,4.36
41550,1.9133333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.5733333333333333,425,4.36
41700,1.7333333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.486666666666667,426,4.3
41850,1.7066666666666668,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.7533333333333334,427,4.246666666666667
42000,1.7733333333333334,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.58,428,4.226666666666667
42150,1.68,1,5,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.44,429,4.233333333333333
42300,1.72,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.2666666666666666,430,4.233333333333333
42450,1.8133333333333332,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.1266666666666665,431,4.22
42600,2.1133333333333333,1,21,10.773333333333333,2.0,11.0,-3.333444492490779e-05,3.6533333333333333,432,4.22
42750,1.8933333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.433333333333333,433,4.153333333333333
42900,1.7533333333333334,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.2733333333333334,434,4.166666666666667
43050,1.7533333333333334,1,4,10.733333333333333,3.0,11.0,-3.333444492490779e-05,3.48,435,4.18
43200,1.8933333333333333,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.1666666666666665,436,4.18
43350,2.033333333333333,1,21,10.78,2.0,11.0,-3.333444492490779e-05,3.42,437,4.173333333333333
43500,1.8466666666666667,1,21,10.78,2.0,11.0,-3.333444492490779e-05,3.4066666666666667,438,4.173333333333333
43650,1.9,1,21,10.726666666666667,2.0,11.0,-3.333444492490779e-05,3.493333333333333,439,4.246666666666667
43800,1.7533333333333334,1,6,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.28,440,4.193333333333333
43950,1.6333333333333333,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.6,441,4.1866666666666665
44100,1.7466666666666666,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.6066666666666665,442,4.133333333333334
44250,1.78,1,4,10.786666666666667,3.0,11.0,-3.333444492490779e-05,3.2466666666666666,443,4.1866666666666665
44400,1.76,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.546666666666667,444,4.246666666666667
44550,1.8933333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.5866666666666664,445,4.226666666666667
44700,1.8466666666666667,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.2933333333333334,446,4.226666666666667
44850,1.8266666666666667,1,21,10.94,2.0,11.0,-3.333444492490779e-05,3.66,447,4.233333333333333
45000,1.6933333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.2066666666666666,448,4.3
45150,1.74,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.4133333333333336,449,4.24
45300,1.98,1,21,10.726666666666667,2.0,11.0,-3.333444492490779e-05,3.42,450,4.26
45450,1.6933333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.38,451,4.206666666666667
45600,1.66,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.5,452,4.273333333333333
45750,1.7066666666666668,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.2666666666666666,453,4.266666666666667
45900,2.0733333333333333,1,21,10.826666666666666,2.0,11.0,-3.333444492490779e-05,3.38,454,4.273333333333333
46050,1.8666666666666667,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.24,455,4.273333333333333
46200,1.7333333333333334,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.4266666666666667,456,4.26
46350,1.6533333333333333,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.3733333333333335,457,4.26
46500,1.6733333333333333,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.6066666666666665,458,4.26
46650,1.8066666666666666,1,5,10.68,3.0,11.0,-3.333444492490779e-05,3.6466666666666665,459,4.206666666666667
46800,1.8533333333333333,1,5,10.52,3.0,11.0,-3.333444492490779e-05,3.6133333333333333,460,4.1866666666666665
46950,1.92,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.2733333333333334,461,4.18
47100,1.7266666666666666,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.2333333333333334,462,4.246666666666667
47250,2.0933333333333333,1,21,10.713333333333333,2.0,11.0,-3.333444492490779e-05,3.3266666666666667,463,4.3
47400,1.9266666666666667,1,21,10.62,2.0,11.0,-3.333444492490779e-05,3.513333333333333,464,4.293333333333333
47550,1.7,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.48,465,4.233333333333333
47700,1.82,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.3,466,4.22
47850,2.0,1,21,10.88,2.0,11.0,-3.333444492490779e-05,3.58,467,4.22
48000,1.82,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.12,468,4.22
48150,1.74,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.4133333333333336,469,4.22
48300,2.046666666666667,1,21,10.88,2.0,11.0,-3.333444492490779e-05,3.38,470,4.22
48450,1.7533333333333334,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.6866666666666665,471,4.16
48600,1.8133333333333332,1,21,10.94,2.0,11.0,-3.333444492490779e-05,3.36,472,4.16
48750,1.6333333333333333,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.42,473,4.226666666666667
48900,1.7466666666666666,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.546666666666667,474,4.166666666666667
49050,1.8533333333333333,1,21,10.94,2.0,11.0,-3.333444492490779e-05,3.8133333333333335,475,4.166666666666667
49200,1.82,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.433333333333333,476,4.166666666666667
49350,1.7333333333333334,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.473333333333333,477,4.226666666666667
49500,1.7,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.513333333333333,478,4.226666666666667
49650,1.78,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.466666666666667,479,4.226666666666667
49800,1.8733333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.4266666666666667,480,4.226666666666667
49950,1.8133333333333332,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.34,481,4.213333333333333
50100,1.66,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.3133333333333335,482,4.213333333333333
50250,1.82,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.526666666666667,483,4.233333333333333
50400,1.7666666666666666,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.4266666666666667,484,4.233333333333333
50550,1.8733333333333333,1,21,10.94,2.0,11.0,-3.333444492490779e-05,3.62,485,4.226666666666667
50700,1.6466666666666667,1,5,10.786666666666667,3.0,11.0,-3.333444492490779e-05,3.433333333333333,486,4.226666666666667
50850,1.7133333333333334,1,6,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.3733333333333335,487,4.24
51000,1.68,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.3266666666666667,488,4.246666666666667
51150,1.6733333333333333,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.3333333333333335,489,4.24
51300,1.88,1,21,10.78,2.0,11.0,-3.333444492490779e-05,3.506666666666667,490,4.24
51450,1.6466666666666667,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.4,491,4.233333333333333
51600,1.8466666666666667,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.2466666666666666,492,4.306666666666667
51750,1.72,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.52,493,4.306666666666667
51900,1.7,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.5,494,4.306666666666667
52050,1.7733333333333334,1,5,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.3933333333333335,495,4.306666666666667
52200,1.78,1,5,10.786666666666667,3.0,11.0,-3.333444492490779e-05,3.6266666666666665,496,4.253333333333333
52350,1.7933333333333332,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.48,497,4.306666666666667
52500,1.7066666666666668,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.4066666666666667,498,4.32
52650,1.62,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.526666666666667,499,4.373333333333333
52800,1.6933333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.3933333333333335,500,4.32
52950,1.7133333333333334,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.3866666666666667,501,4.3133333333333335
53100,1.7066666666666668,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.2866666666666666,502,4.3133333333333335
53250,1.7,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.2666666666666666,503,4.366666666666666
53400,1.8133333333333332,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.3333333333333335,504,4.42
53550,1.8,1,5,10.786666666666667,3.0,11.0,-3.333444492490779e-05,3.433333333333333,505,4.413333333333333
53700,1.8533333333333333,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.2666666666666666,506,4.406666666666666
53850,1.7933333333333332,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.42,507,4.4
54000,1.7866666666666666,1,6,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.526666666666667,508,4.3933333333333335
54150,1.6733333333333333,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.3733333333333335,509,4.3933333333333335
54300,1.8333333333333333,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.526666666666667,510,4.34
54450,1.7333333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.72,511,4.333333333333333
54600,1.9133333333333333,1,21,10.673333333333334,2.0,11.0,-3.333444492490779e-05,3.2333333333333334,512,4.386666666666667
54750,1.6866666666666668,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.3333333333333335,513,4.366666666666666
54900,1.7133333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.546666666666667,514,4.3133333333333335
55050,1.9066666666666667,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.42,515,4.326666666666667
55200,1.68,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.2266666666666666,516,4.26
55350,1.92,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.546666666666667,517,4.26
55500,1.78,1,6,10.786666666666667,3.0,11.0,-3.333444492490779e-05,3.3933333333333335,518,4.206666666666667
55650,1.7066666666666668,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.52,519,4.193333333333333
55800,1.9,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.526666666666667,520,4.193333333333333
55950,1.6866666666666668,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.5533333333333332,521,4.193333333333333
56100,1.8733333333333333,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.14,522,4.2
56250,1.6666666666666667,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.6333333333333333,523,4.193333333333333
56400,2.0866666666666664,1,21,10.826666666666666,2.0,11.0,-3.333444492490779e-05,3.56,524,4.193333333333333
56550,1.98,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.3866666666666667,525,4.2
56700,1.68,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.6866666666666665,526,4.2
56850,1.92,1,21,10.886666666666667,2.0,11.0,-3.333444492490779e-05,3.6666666666666665,527,4.253333333333333
57000,1.6333333333333333,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.42,528,4.266666666666667
57150,1.78,1,4,10.733333333333333,3.0,11.0,-3.333444492490779e-05,3.513333333333333,529,4.26
57300,1.68,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.6466666666666665,530,4.206666666666667
57450,1.82,1,4,10.733333333333333,3.0,11.0,-3.333444492490779e-05,3.3866666666666667,531,4.273333333333333
57600,2.02,1,21,10.66,2.0,11.0,-3.333444492490779e-05,3.3666666666666667,532,4.22
57750,1.7533333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.433333333333333,533,4.233333333333333
57900,1.7733333333333334,1,5,10.84,3.0,11.0,-3.333444492490779e-05,3.6066666666666665,534,4.213333333333333
58050,1.72,1,5,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.466666666666667,535,4.226666666666667
58200,1.76,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.473333333333333,536,4.233333333333333
58350,1.72,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.38,537,4.22
58500,1.78,1,6,10.84,3.0,11.0,-3.333444492490779e-05,3.2333333333333334,538,4.166666666666667
58650,1.7733333333333334,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.3933333333333335,539,4.166666666666667
58800,1.7066666666666668,1,4,10.893333333333333,3.0,11.0,-3.333444492490779e-05,3.546666666666667,540,4.093333333333334
58950,1.8533333333333333,1,21,10.833333333333334,2.0,11.0,-3.333444492490779e-05,3.32,541,4.093333333333334
59100,1.7866666666666666,1,4,10.946666666666667,3.0,11.0,-3.333444492490779e-05,3.32,542,4.04
59250,1.88,1,6,10.84,3.0,11.0,-3.333444492490779e-05,3.3066666666666666,543,4.033333333333333
59400,1.7066666666666668,1,3,11.0,11.0,11.0,-3.333444492490779e-05,3.2466666666666666,544,4.04
59550,1.84,1,4,10.786666666666667,3.0,11.0,-3.333444492490779e-05,3.546666666666667,545,4.093333333333334
59700,2.033333333333333,1,21,10.72,2.0,11.0,-3.333444492490779e-05,3.453333333333333,546,4.073333333333333
59850,1.6933333333333334,1,4,10.84,3.0,11.0,-3.333444492490779e-05,3.68,547,4.086666666666667
